date,meantemp,humidity,wind_speed,meanpressure
5/2/2015,30.125,40.25,4.4,1006.25
5/3/2015,31,39.25,3.0125,1006.625
5/4/2015,30.875,39.25,3.9375,1006.625
5/5/2015,32.125,31.125,7.65,1003.875
5/6/2015,34.125,22,11.3625,1001.875
5/7/2015,35.42857143,13.42857143,15.34285714,1003.571429
5/8/2015,34.125,22.375,12.275,1003.25
5/9/2015,35.125,27,8.3375,1001.625
5/10/2015,35.125,25,6.9625,1001.375
5/11/2015,34,32.625,10.8875,1003.625
5/12/2015,33.125,46,6.0375,1004.875
5/13/2015,27.75,61,6.7125,1006.125
5/14/2015,29.625,49.625,4.4125,1007.25
5/15/2015,28.5,52.125,7.175,1006.5
5/16/2015,30,51.625,4.1625,1003.25
5/17/2015,33.25,40.375,8.35,1001.125
5/18/2015,35.375,35.75,5.5625,1000
5/19/2015,31.5,44,14.8125,1002.125
5/20/2015,33.125,31.625,14.6,1002
5/21/2015,35.625,24.625,11.3375,1000.375
5/22/2015,36.25,19.5,12.5125,998.125
5/23/2015,37.375,21.75,12.725,996.125
5/24/2015,36,29.25,5.1,997.375
5/25/2015,37.75,22.25,10.875,996.875
5/26/2015,35.25,26.625,17.125,1001.5
5/27/2015,33.75,20.5,6.7125,1001.25
5/28/2015,34.75,29.5,8.3375,1000.625
5/29/2015,35.125,27.25,8.125,1001.625
5/30/2015,32.25,38.75,12.2625,1003.875
5/31/2015,34.25,25,14.5875,1001.75
6/1/2015,29.375,41.75,12.5125,1003.25
6/2/2015,31.625,39.25,8.575,1003.5
6/3/2015,28.625,50.5,6.725,1004.625
6/4/2015,31.875,48.375,4.8625,1004
6/5/2015,32.625,39.875,6.0125,1003.5
6/6/2015,33.375,39.75,7.8625,1001.375
6/7/2015,35,36.25,7.175,999.25
6/8/2015,36.5,33,6.25,998.875
6/9/2015,37.625,23.875,18.75,998.875
6/10/2015,36.625,32.28571429,18.05,999.625
6/11/2015,35.625,34.75,18.2875,1000
6/12/2015,35.875,34.625,12.7375,998.5
6/13/2015,31.125,48.125,10.1875,998.8571429
6/14/2015,27,77.625,3.95,1000.285714
6/15/2015,31,60.75,3.0125,999.5714286
6/16/2015,32.375,52.125,2.7875,999.1428571
6/17/2015,33.875,49.75,3.25,998
6/18/2015,35.125,45.125,3.0125,997.625
6/19/2015,35.875,46.75,8.575,996.25
6/20/2015,33.125,48.5,12.975,997.875
6/21/2015,30.375,63.625,8.1125,998.125
6/22/2015,32.125,59.5,4.4,995.625
6/23/2015,31.5,61.625,6.0125,995
6/24/2015,37.25,63.875,6.5,995.375
6/25/2015,26.625,82.75,6.2625,994.75
6/26/2015,31.125,54.25,11.5625,995.25
6/27/2015,32.625,48.25,14.1125,997.125
6/28/2015,34.25,47.5,9.0375,1000.285714
6/29/2015,31.125,56.625,11.5625,1003.625
6/30/2015,30.875,58.625,9.9625,1002.625
7/1/2015,32,53.25,4.175,1001.875
7/2/2015,33.75,45.875,6.95,1001.125
7/3/2015,33,49,14.35,999.625
7/4/2015,34.125,51.5,16.9,997.5
7/5/2015,35.71428571,47.28571429,14.01428571,995.4285714
7/6/2015,27.875,83.25,9.275,997.875
7/7/2015,28.125,86.125,1.85,998.125
7/8/2015,31.25,72,2.775,998.625
7/9/2015,29.625,77.25,2.55,998.625
7/10/2015,26.625,92.125,6.025,998.75
7/11/2015,25.5,98,3.2375,999.3333333
7/12/2015,25.5,94.75,7.425,998.625
7/13/2015,29.875,73.125,4.8625,1000.625
7/14/2015,30.875,67.875,10.875,997.8571429
7/15/2015,33.375,52.875,17.1375,993.75
7/16/2015,31.75,61.375,13.4375,994.75
7/17/2015,30.75,75.625,4.4,997.25
7/18/2015,29.5,78.875,4.175,998
7/19/2015,30.125,70,0.7,997.625
7/20/2015,29.125,78,4.8625,999.125
7/21/2015,31.375,69.25,8.125,1000
7/22/2015,32.25,64.125,7.875,1001.125
7/23/2015,32.125,64.875,8.575,1001.75
7/24/2015,32,64.75,6.7125,1001
7/25/2015,30.85714286,71,19.9125,998.5714286
7/26/2015,30,71.625,16.8875,998.875
7/27/2015,29.625,69,11.3375,1000.285714
7/28/2015,29.5,61,11.5875,1000.125
7/29/2015,28.5,68.125,10.875,998
7/30/2015,29,67.75,9.9625,998.875
7/31/2015,29,71,4.175,999.75
8/1/2015,28.25,71.75,0.925,1002.75
8/2/2015,29.625,69.5,2.55,1003.625
8/3/2015,31.5,58.625,5.325,1001.875
8/4/2015,29.42857143,77.78571429,4.771428571,1000.071429
8/5/2015,29.59375,79.65625,8.221875,1000.28125
8/6/2015,29.5,79.125,3.025,998
8/7/2015,29.25,83,2.3125,1000
8/8/2015,28.875,84.875,1.625,1002
8/9/2015,27.375,90.125,3.0125,1000.25
8/10/2015,30.375,77,0,1000
8/11/2015,28.375,86.625,0.4625,1003
8/12/2015,30.75,74.25,0,1003.125
8/13/2015,32,69.5,0.4625,1001.875
8/14/2015,30.875,72.625,3.475,1002
8/15/2015,28.5,85.5,0,1002.75
8/16/2015,28.625,82.625,1.85,1002.875
8/17/2015,30.75,72.625,0.7,1001.375
8/18/2015,29.125,72.875,4.875,1002.571429
8/19/2015,31.25,61.25,33.325,1002.375
8/20/2015,30.75,58.625,14.6,1001.375
8/21/2015,29.375,72,8.575,1002
8/22/2015,30.25,65.375,5.8,1000.875
8/23/2015,29.875,69.375,5.5625,1000.857143
8/24/2015,30.75,65.625,7.1875,1001.75
8/25/2015,32,57.28571429,10.07142857,1001
8/26/2015,32,61,4.8625,1001.125
8/27/2015,32.5,61,5.325,1002
8/28/2015,32,63.5,2.3125,1002.25
8/29/2015,32.25,58,5.8125,1001.375
8/30/2015,32.625,56.5,9.275,1001.375
8/31/2015,31.85714286,54.42857143,13.48571429,1001.833333
9/1/2015,32.125,47.625,15.275,1000.857143
9/2/2015,31.875,45.625,12.7375,1001.75
9/3/2015,31.625,49.125,10.1875,1005.5
9/4/2015,32,42.625,11.35,1007.875
9/5/2015,30.875,47.25,7.6375,1007.125
9/6/2015,31.25,41.8,7.6375,1006.25
9/7/2015,31.5,46.375,9.4875,1005.75
9/8/2015,31.625,47,11.8125,1005.5
9/9/2015,31,47.875,10.1875,1005.625
9/10/2015,31.25,46.5,8.575,1006.75
9/11/2015,30.75,49.75,6.0125,1006.25
9/12/2015,32.14285714,54.42857143,3.171428571,1006
9/13/2015,32.125,55.25,1.3875,1005.875
9/14/2015,31.875,54.375,2.55,1003.625
9/15/2015,33,55,0.4625,1003.25
9/16/2015,32.375,55,1.4,1003.625
9/17/2015,31.375,58.375,1.1625,1004.375
9/18/2015,31,67.625,7.4125,1005.125
9/19/2015,30.625,74.25,2.0875,1003.625
9/20/2015,29.14285714,69.14285714,5.557142857,1002.857143
9/21/2015,30.125,64.5,5.8,1002.5
9/22/2015,30.25,64.375,10.1875,1002.5
9/23/2015,28.625,61.25,13.675,1006.375
9/24/2015,28.25,52.375,11.575,1004.625
9/25/2015,28.5,49.375,8.575,1003.75
9/26/2015,29.25,53.5,6.25,1005.25
9/27/2015,28.71428571,58.14285714,2.914285714,1007
9/28/2015,28.25,58.5,3.9375,1009
9/29/2015,29,54.57142857,9.528571429,1010.571429
9/30/2015,29,46.875,8.3375,1011.375
10/1/2015,28.125,51.25,5.575,1012
10/2/2015,28.28571429,53.71428571,14.5875,1010.75
10/3/2015,30,52.33333333,18.78571429,1008.714286
10/4/2015,29,54.375,3.025,1008.125
10/5/2015,28.875,59.375,1.3875,1009.25
10/6/2015,28.375,61.125,4.6375,1009
10/7/2015,28.625,65.75,6.475,1009.125
10/8/2015,28.375,65.125,4.4125,1007.5
10/9/2015,28.5,59.75,6.025,1004.25
10/10/2015,28.5,54.625,6.7125,1005
10/11/2015,28.57142857,51.57142857,6.885714286,1008.714286
10/12/2015,29.25,54.125,3.25,1010
10/13/2015,29.5,62.875,3.725,1011
10/14/2015,28.125,63.625,4.875,1013.25
10/15/2015,27.5,66,0.4625,1013.5
10/16/2015,27.875,62.625,0.925,1013.5
10/17/2015,28,63.75,3.7125,1012.25
10/18/2015,26.85714286,71.71428571,11.1125,1013.125
10/19/2015,28.14285714,66.28571429,3.457142857,1011.714286
10/20/2015,27.71428571,64.85714286,2.914285714,1009.857143
10/21/2015,26.5,62.125,2.0875,1011.875
10/22/2015,24.75,56,4.4,1012.25
10/23/2015,24,51.625,4.8625,1011.875
10/24/2015,24.875,53.25,1.4,1011.625
10/25/2015,26.375,47.125,5.575,1012.75
10/26/2015,25.625,52.125,5.575,1014.875
10/27/2015,24.75,54.25,3.475,1013.875
10/28/2015,20.875,57.25,7.875,1015.875
10/29/2015,22.125,63.5,1.85,1016.875
10/30/2015,22.375,67.25,1.625,1016.375
10/31/2015,22.375,69.375,1.1625,1016.125
11/1/2015,22.875,70.5,0.925,1016.25
11/2/2015,23.375,71.375,0.4625,1015.875
11/3/2015,24,67.875,0.475,1014.25
11/4/2015,23.75,69,0.925,1012.25
11/5/2015,22.125,75.25,5.1,1012.375
11/6/2015,22.875,74.375,2.325,1012.75
11/7/2015,21.875,74.875,1.1625,1014.625
11/8/2015,21.875,70.25,1.8625,1015.875
11/9/2015,21.75,73.625,0.7,1015
11/10/2015,22.75,72.625,0.7,1013.5
11/11/2015,21.875,59.5,4.6375,1014.375
11/12/2015,21.875,60.5,5.7875,1015.375
11/13/2015,22.375,59.375,5.325,1014.875
11/14/2015,22.375,59.625,3.475,1012
11/15/2015,22.5,62,0,1012
11/16/2015,21.875,50.375,2.7875,1012.625
11/17/2015,19.875,48.375,5.1,1013.5
11/18/2015,18.5,57.625,4.4,1016.375
11/19/2015,18.5,64.75,0.925,1017.5
11/20/2015,18.5,66,0.4625,1016.125
11/21/2015,18.75,67.625,1.3875,1015.5
11/22/2015,18.625,64.875,0.4625,1015.125
11/23/2015,17,73.5,0,1015.875
11/24/2015,18.5,63,1.625,1016
11/25/2015,19.375,56.375,5.7875,1014.75
11/26/2015,20,59.5,0.925,1012.75
11/27/2015,18.5,66.25,2.55,1011.25
11/28/2015,18.75,82.125,1.1625,1015.375
11/29/2015,18.125,81.25,1.1625,1018
11/30/2015,19.5,82.375,0.925,1016.75
12/1/2015,19.25,78.75,1.625,1014.75
12/2/2015,18.125,72.125,2.0875,1016.125
12/3/2015,17.625,70.25,7.1875,1016
12/4/2015,17.625,67.5,4.6375,1015
12/5/2015,17.5,72.375,0.925,1015.875
12/6/2015,17.125,75.875,1.4,1016.5
12/7/2015,17.625,76.875,2.3125,1017.25
12/8/2015,18.42857143,71.28571429,1.057142857,1015.714286
12/9/2015,18.375,78.125,3.475,1015.25
12/10/2015,19,77.25,2.0875,1011.75
12/11/2015,17.25,77.875,5.1,1011.375
12/12/2015,13.25,91,4.4,1014.25
12/13/2015,12.875,67,3.475,1016.5
12/14/2015,13.25,63.625,7.4,1017
12/15/2015,13.125,63.875,5.325,1016.5
12/16/2015,13,65.5,1.1625,1016.375
12/17/2015,12.25,73.625,0.925,1016.875
12/18/2015,12.875,71.25,4.4,1018.625
12/19/2015,12.375,71.875,3.4875,1019
12/20/2015,11.75,70.25,1.1625,1018.5
12/21/2015,12.625,74.75,1.3875,1018.875
12/22/2015,12,79.875,0.7,1020.875
12/23/2015,12.5,81.375,3.4875,1020.625
12/24/2015,11.25,68.625,6.025,1021.25
12/25/2015,11.5,66.125,5.5625,1022
12/26/2015,12.75,64.5,6.4875,1021.125
12/27/2015,15.375,63.25,7.8875,1020.625
12/28/2015,17.125,58.125,10.8875,1020.875
12/29/2015,16.375,65,7.4125,1018.125
12/30/2015,15.5,71.75,2.1,1017.5
12/31/2015,15,71.375,2.0875,1020.5
1/1/2016,14.71428571,72.28571429,1.057142857,1021.142857
1/2/2016,14,75.875,2.0875,1021
1/3/2016,14.375,74.75,5.1125,1018.5
1/4/2016,15.75,77.125,0,1017.625
1/5/2016,15.83333333,88.83333333,0.616666667,1017
1/6/2016,17.375,81.625,2.3125,1016.5
1/7/2016,17.125,87,0,1018.125
1/8/2016,15.5,83.25,7.8875,1017.25
1/9/2016,15.85714286,65.14285714,8.471428571,1015.428571
1/10/2016,15.625,74.375,2.775,1017.5
1/11/2016,15.75,74.875,1.625,1017.5
1/12/2016,18,69.6875,6.03125,1014.9375
1/13/2016,18.26666667,75.8,5.08,1014.333333
1/14/2016,15.5625,80.4375,4.3,1016.125
1/15/2016,13,84.1875,10.775,1017
1/16/2016,13.6,80.06666667,11.24,1014.6
1/17/2016,14,77.66666667,2.106666667,1016.2
1/18/2016,13.26666667,80.46666667,1.48,1014.733333
1/19/2016,12.35714286,88.57142857,4.65,1015.285714
1/20/2016,12.06666667,84.2,6.193333333,1018.666667
1/21/2016,12.1875,73.1875,7.8875,1020.1875
1/22/2016,11.73333333,83.4,3.586666667,1019.466667
1/23/2016,14.4375,75.875,3.25,1019.8125
1/24/2016,11.1875,86.25,6.625,1019.0625
1/25/2016,11.66666667,75.4,4.58,1017.2
1/26/2016,14.5625,79.6875,2.55,1015.375
1/27/2016,17.58333333,69.16666667,4.025,1014.166667
1/28/2016,16.85714286,69.35714286,5.028571429,1015.071429
1/29/2016,19.5625,70.625,2.54375,1017.375
1/30/2016,20.14285714,78.5,1.2,1014.5
1/31/2016,17.375,78.25,7.7625,1016
2/1/2016,15.84615385,65.76923077,7.269230769,1017.153846
2/2/2016,15.26666667,55.86666667,8.893333333,1018.2
2/3/2016,13.125,66.5,7.622222222,1018
2/4/2016,16.36363636,53,6.941666667,1017.333333
2/5/2016,12.66666667,70.66666667,2.166666667,1016.833333
2/6/2016,15.33333333,69.5,3.7,1013.333333
2/7/2016,15.625,77,2.7875,1015.75
2/8/2016,17.09090909,67.18181818,5.9,1017.090909
2/9/2016,17.76923077,67.46153846,5.846153846,1014.692308
2/10/2016,18.13333333,64.86666667,2.1,1012.733333
2/11/2016,19.6875,54.75,6.03125,1011.25
2/12/2016,19.2,57.86666667,0.746666667,1012.533333
2/13/2016,17.06666667,62.13333333,5.806666667,1014.866667
2/14/2016,17.64285714,61.92857143,8.071428571,1017.214286
2/15/2016,17.6,59.53333333,5.94,1018.733333
2/16/2016,18.21428571,56.14285714,5.435714286,1020.071429
2/17/2016,18.71428571,59.28571429,3.707142857,1019.142857
2/18/2016,19.46666667,76,5.186666667,1017.4
2/19/2016,23.15384615,70.23076923,4.146153846,1014.615385
2/20/2016,23.625,73.125,11.11875,1014.125
2/21/2016,21,61.125,17.1375,1014.75
2/22/2016,21,51.42857143,15.20714286,1014.428571
2/23/2016,21.42857143,50.64285714,9.785714286,1012.5
2/24/2016,21.6875,58.0625,2.44375,1012.9375
2/25/2016,22.5625,57.5,5.3375,1015.5
2/26/2016,22.8,55.6,2.48,1018.4
2/27/2016,22.8,59,3.333333333,1018.466667
2/28/2016,23,63.0625,3.7125,1018.9375
2/29/2016,23.875,63.9375,3.7125,1018.625
3/1/2016,24.91666667,57.41666667,1.7,1015
3/2/2016,24.93333333,57.06666667,1.733333333,1015.4
3/3/2016,26,55.61538462,4.292307692,1014.615385
3/4/2016,27.3125,44.25,6.14375,1012.6875
3/5/2016,23.93333333,57.13333333,11,1012.666667
3/6/2016,22.8125,66.5625,5.21875,1013.0625
3/7/2016,23.71428571,64.14285714,5.171428571,1012.357143
3/8/2016,23.42857143,60.21428571,6.742857143,1011.642857
3/9/2016,24,57.5625,9.375,1012.0625
3/10/2016,25.5625,57.4375,7.98125,1013.1875
3/11/2016,25.06666667,67.8,6.546666667,1012.533333
3/12/2016,24.5625,66.9375,9.4875,1009.5625
3/13/2016,24.25,65.1875,6.84375,1011.1875
3/14/2016,22.375,66,6.275,1014.3125
3/15/2016,24.06666667,58.93333333,8.646666667,1014.866667
3/16/2016,23.9375,53.75,10.88125,1012.8125
3/17/2016,26.3125,50.3125,6.84375,1010.4375
3/18/2016,26.1875,61.25,6.7125,1009.8125
3/19/2016,26.78571429,61.85714286,3.578571429,1009.214286
3/20/2016,27.13333333,58.73333333,2.846666667,1010.333333
3/21/2016,26.625,43.375,12.2625,1011.125
3/22/2016,25.0625,37.875,22.1,1009.375
3/23/2016,26.2,43.26666667,10.64166667,1010
3/24/2016,28.13333333,46.86666667,3.213333333,1013.333333
3/25/2016,29.875,50.1875,3.36875,1013.1875
3/26/2016,24.66666667,62.66666667,9.393333333,1013.6
3/27/2016,26.25,53.6875,9.15625,1012.8125
3/28/2016,25.93333333,52.8,6.546666667,7679.333333
3/29/2016,27.125,47.75,7.29375,1011.3125
3/30/2016,29.57142857,39.78571429,7.021428571,1011.142857
3/31/2016,30,39.73333333,4.333333333,1009.2
4/1/2016,30.57142857,38.21428571,12.03571429,1006.714286
4/2/2016,32.3125,38.5625,5.4625,1008
4/3/2016,33.3125,44.25,2.55,1008.375
4/4/2016,32.8125,33.125,8,1006.6875
4/5/2016,32.3125,29.3125,9.26875,1007
4/6/2016,31.375,33.125,3.475,1006.875
4/7/2016,29.93333333,37,10.85,1007.266667
4/8/2016,29.26666667,36,4.686666667,1009.2
4/9/2016,30.73333333,32.46666667,12.61875,1009.3125
4/10/2016,32.25,29,5.225,1008.8125
4/11/2016,29.8,35,16.04,1009.4
4/12/2016,30.2,36.2,19.38,1006.333333
4/13/2016,31.75,28.0625,18.64375,1003.3125
4/14/2016,33.125,23.875,10.425,1003.8125
4/15/2016,33.625,25.375,9.8375,1004.625
4/16/2016,35.6875,23.6875,11.1125,1003.0625
4/17/2016,34.66666667,23.86666667,9.386666667,1002.666667
4/18/2016,34.625,30.125,7.175,1004.6875
4/19/2016,34,33.6,4.566666667,1005.866667
4/20/2016,34.0625,25.9375,14.01875,1006.4375
4/21/2016,34,24.66666667,15.75,1003.4
4/22/2016,33.25,24.25,8.35,1001.727273
4/23/2016,31.91666667,21.81818182,19.65384615,1001.846154
4/24/2016,31.3125,22.125,10.1875,1003.0625
4/25/2016,31.75,22.8125,6.95,1005.5625
4/26/2016,33.4375,25.1875,3.83125,1007.1875
4/27/2016,33.125,29.0625,4.98125,1005.6875
4/28/2016,34.15384615,21.76923077,11.82307692,1004.692308
4/29/2016,34.07142857,23.28571429,9.123076923,1005.714286
4/30/2016,33.0625,25.5625,5.2125,1004.8125
5/1/2016,34.6875,23.375,8.575,1002.4375
5/2/2016,38,18.46666667,9.513333333,1002.2
5/3/2016,35.5,30.375,6.49375,1004.3125
5/4/2016,33.71428571,31.85714286,10.46428571,1003.785714
5/5/2016,30.6,42,11.24666667,1007.466667
5/6/2016,31.4375,37.4375,8.225,1007
5/7/2016,33.3125,37.1875,4.65,1005.5625
5/8/2016,35.13333333,36.33333333,7.293333333,1005.933333
5/9/2016,33.53333333,40.6,18.425,1006.0625
5/10/2016,34,39.75,10.55625,1006.5625
5/11/2016,32.5,49.9375,7.775,1006.0625
5/12/2016,35.375,40,5.1,1002.25
5/13/2016,37.29411765,28.11764706,8.070588235,1001.352941
5/14/2016,36.5625,31.875,4.16875,1003.125
5/15/2016,37.25,29.5,4.75,1003.5625
5/16/2016,37.21428571,23.5,9.02,1000.8
5/17/2016,37.5,25.8125,9.6125,998.9375
5/18/2016,37.75,27.625,8.45,997.8125
5/19/2016,37.375,40.5,9.3875,998.625
5/20/2016,37.4,44.2,8.413333333,996.9333333
5/21/2016,36.13333333,45.4,10.87333333,995.9333333
5/22/2016,36.8,44.8,6.553333333,996.4666667
5/23/2016,32.21428571,47.92857143,14.95,999.5714286
5/24/2016,31.52631579,53.52631579,8.494736842,1000.736842
5/25/2016,33.2173913,46.60869565,10.16086957,997.4782609
5/26/2016,35.26923077,44.57692308,15.17692308,999.1538462
5/27/2016,38.27272727,26.09090909,15.31818182,999.9545455
5/28/2016,36.0625,37.25,14.40555556,999.8333333
5/29/2016,31.5,57.0625,11.68125,1001.25
5/30/2016,26.8125,74.8125,9.4875,1003.8125
5/31/2016,32.64285714,51.21428571,7.407142857,1002.307692
6/1/2016,36,42.2,9.133333333,1002.733333
6/2/2016,37.5625,35.3125,11.93125,1002
6/3/2016,37.5625,40.6875,2.78125,1002.25
6/4/2016,38.2,42.06666667,3.206666667,1001.866667
6/5/2016,36.16666667,51.75,8.5,1002.833333
6/6/2016,35.42857143,45.71428571,11,1001.571429
6/7/2016,34.625,59.1875,21.30625,1002.0625
6/8/2016,36.07142857,44.64285714,8.485714286,999.2142857
6/9/2016,35.73333333,43.73333333,9.26,938.0666667
6/10/2016,36.13333333,41.86666667,10.08125,998.25
6/11/2016,33.4375,49.9375,8.8125,999
6/12/2016,35.5,37.125,9.1625,998.8125
6/13/2016,36,43.3125,12.85,998.1875
6/14/2016,32.625,55.125,11.86,997.8125
6/15/2016,34.73333333,48.86666667,10.51333333,996.1333333
6/16/2016,33.5,51.28571429,11.39285714,999
6/17/2016,34.1875,52.25,7.425,999.4285714
6/18/2016,35.85714286,50.57142857,10.85714286,1000.857143
6/19/2016,35.625,53.25,9.3875,1001.375
6/20/2016,30.9375,73.9375,7.64375,1000.6875
6/21/2016,32.875,62.1875,8.91875,999.9375
6/22/2016,33.125,60.8125,7.41875,1001.5625
6/23/2016,33.84615385,51.61538462,5.875,999.6923077
6/24/2016,36.4375,46.5625,7.7625,998.3125
6/25/2016,35.42857143,55.92857143,9.664285714,1000.071429
6/26/2016,34.86666667,57.46666667,7.66,1000.375
6/27/2016,34.3125,61.25,7.99375,998.8666667
6/28/2016,30.78571429,75.07142857,5.435714286,1001.5
6/29/2016,35.375,58.875,8.45,1001.1875
6/30/2016,35.46666667,60.2,6.793333333,997.8666667
7/1/2016,32.125,73.4,8.35,1002.5625
7/2/2016,28.4,80,5.23125,998.375
7/3/2016,29.5625,78.125,1.96875,998.25
7/4/2016,30.6875,76.3125,3.48125,997.125
7/5/2016,33.25,68.6875,5.3375,995.5625
7/6/2016,33.26666667,64.06666667,8.878571429,996.8666667
7/7/2016,33.5,63,5.91875,997.6875
7/8/2016,30.8,75.86666667,5.433333333,997.4
7/9/2016,33.25,66.0625,6.73125,996.75
7/10/2016,32.5625,65.6875,4.7,996.0625
7/11/2016,31.5,71.9375,8.046666667,997.75
